FULL_DATE,OFFRNG_ID,GEO_ID,OPRTNTY_CREATD_AMT,NO_OF_OPRTNTY_CREATD,NO_OF_WINS,OPRTNTY_WON_AMT
"2017-01-06","194","224","450000.00","2","0","0.00"
"2017-01-06","194","210","22.00","1","0","0.00"
"2017-01-06","194","95","1500000.00","1","0","0.00"
"2017-01-06","194","190","0.00","0","1","19902.00"
"2017-01-06","194","169","283996.00","1","0","0.00"
"2017-01-06","194","224","253550.00","1","0","0.00"
"2017-01-06","187","224","10000.00","1","0","0.00"
"2017-01-06","197","224","56440.00","4","0","0.00"
"2017-01-06","194","224","0.00","0","1","14750.00"
"2017-01-06","194","61","30000.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","2","400001.00"
"2017-01-06","194","31","71931.00","1","0","0.00"
"2017-01-06","194","224","50000.00","1","0","0.00"
"2017-01-06","194","108","100000.00","1","0","0.00"
"2017-01-06","314","223","3124.00","2","0","0.00"
"2017-01-06","194","71","10000.00","1","0","0.00"
"2017-01-06","194","190","39000.00","2","0","0.00"
"2017-01-06","194","78","180000.00","1","0","0.00"
"2017-01-06","194","56","0.00","0","1","19000.00"
"2017-01-06","194","112","0.00","0","1","24000.00"
"2017-01-06","194","224","6500.00","1","0","0.00"
"2017-01-06","196","78","10000.00","1","0","0.00"
"2017-01-06","271","224","105000.00","1","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","224","35000.00","1","0","0.00"
"2017-01-06","194","229","200000.00","1","0","0.00"
"2017-01-06","194","224","24000.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","120000.00"
"2017-01-06","194","71","52000.00","1","0","0.00"
"2017-01-06","194","223","0.00","0","1","25360.00"
"2017-01-06","194","98","99998.00","1","0","0.00"
"2017-01-06","194","224","258000.00","1","0","0.00"
"2017-01-06","194","112","80000.00","1","0","0.00"
"2017-01-06","194","224","100000.00","1","0","0.00"
"2017-01-06","194","224","100000.00","1","0","0.00"
"2017-01-06","194","22","5000.00","1","0","0.00"
"2017-01-06","194","98","1768.00","2","2","1768.00"
"2017-01-06","194","106","476190.00","1","0","0.00"
"2017-01-06","194","106","9523.00","1","0","0.00"
"2017-01-06","194","190","0.00","0","1","56924.00"
"2017-01-06","271","224","50000.00","1","0","0.00"
"2017-01-06","194","224","2394000.00","1","0","0.00"
"2017-01-06","194","224","155000.00","1","0","0.00"
"2017-01-06","194","224","65777.00","1","0","0.00"
"2017-01-06","194","98","199999.00","1","0","0.00"
"2017-01-06","194","106","7469292.00","4","0","0.00"
"2017-01-06","194","224","50000.00","1","0","0.00"
"2017-01-06","236","149","125000.00","1","0","0.00"
"2017-01-06","194","223","100000.00","1","0","0.00"
"2017-01-06","194","224","800000.00","1","0","0.00"
"2017-01-06","194","224","100000.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","0.00"
"2017-01-06","232","224","360000.00","1","0","0.00"
"2017-01-06","194","98","999999.00","2","0","0.00"
"2017-01-06","194","149","27150.00","1","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","31","105278.00","1","0","0.00"
"2017-01-06","194","210","0.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","54673.00"
"2017-01-06","194","106","0.00","0","1","2285.00"
"2017-01-06","194","224","250000.00","1","0","0.00"
"2017-01-06","194","39","100000.00","1","0","0.00"
"2017-01-06","197","224","13000.00","2","0","0.00"
"2017-01-06","194","224","1000000.00","1","0","0.00"
"2017-01-06","194","106","0.00","1","0","0.00"
"2017-01-06","194","169","0.00","0","1","16560.00"
"2017-01-06","194","106","4761.00","1","0","0.00"
"2017-01-06","194","71","591000.00","2","0","0.00"
"2017-01-06","194","224","1300000.00","1","0","0.00"
"2017-01-06","236","11","30000.00","1","0","0.00"
"2017-01-06","194","224","972250.00","8","0","0.00"
"2017-01-06","194","223","3904.00","1","0","0.00"
"2017-01-06","194","14","0.00","0","1","1986.00"
"2017-01-06","194","57","0.00","0","1","30000.00"
"2017-01-06","194","224","0.00","0","1","48000.00"
"2017-01-06","194","71","10000.00","1","0","0.00"
"2017-01-06","194","210","0.00","0","1","30000.00"
"2017-01-06","194","210","21968.00","1","0","0.00"
"2017-01-06","232","98","333332.00","1","0","0.00"
"2017-01-06","236","78","0.00","0","1","134404.00"
"2017-01-06","194","224","1.00","1","0","0.00"
"2017-01-06","194","106","248568.00","2","0","0.00"
"2017-01-06","194","31","70000.00","1","0","0.00"
"2017-01-06","194","224","703886.00","2","0","0.00"
"2017-01-06","194","224","17032.00","1","0","0.00"
"2017-01-06","194","14","100000.00","1","0","0.00"
"2017-01-06","194","210","121306.00","1","0","0.00"
"2017-01-06","194","216","25000.00","1","0","0.00"
"2017-01-06","196","98","0.00","0","1","19000.00"
"2017-01-06","194","224","41340.00","1","0","0.00"
"2017-01-06","194","223","46869.00","3","1","13876.00"
"2017-01-06","194","149","0.00","1","0","0.00"
"2017-01-06","192","224","1999.00","1","0","0.00"
"2017-01-06","194","223","15000000.00","3","0","0.00"
"2017-01-06","194","224","23862.00","2","0","0.00"
"2017-01-06","194","210","100737.00","2","0","0.00"
"2017-01-06","192","224","0.00","0","1","25893.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","106","901000.00","1","0","0.00"
"2017-01-06","194","209","441176.00","1","0","0.00"
"2017-01-06","194","39","106039.00","1","0","0.00"
"2017-01-06","200","224","5000.00","1","0","0.00"
"2017-01-06","190","224","30024.00","1","0","0.00"
"2017-01-06","194","98","499999.00","1","0","0.00"
"2017-01-06","194","71","10001.00","2","0","0.00"
"2017-01-06","194","224","0.00","0","1","25000.00"
"2017-01-06","194","149","0.00","0","1","100000.00"
"2017-01-06","194","224","100000.00","1","0","0.00"
"2017-01-06","194","224","100000.00","2","0","0.00"
"2017-01-06","194","168","80000.00","1","0","0.00"
"2017-01-06","196","224","0.00","0","1","12252.00"
"2017-01-06","194","106","47.00","2","0","0.00"
"2017-01-06","194","224","10000.00","1","1","24000.00"
"2017-01-06","194","98","36655.00","1","0","0.00"
"2017-01-06","192","112","1800.00","1","0","0.00"
"2017-01-06","194","224","5000.00","1","0","0.00"
"2017-01-06","194","224","15000.00","1","0","0.00"
"2017-01-06","194","223","31250.00","1","0","0.00"
"2017-01-06","196","39","6000.00","1","0","0.00"
"2017-01-06","194","224","100.00","1","0","0.00"
"2017-01-06","194","223","2016126.00","1","0","0.00"
"2017-01-06","194","39","35113.00","1","0","0.00"
"2017-01-06","194","98","200000.00","1","0","0.00"
"2017-01-06","194","39","18199.00","1","0","0.00"
"2017-01-06","194","224","280905.00","2","0","0.00"
"2017-01-06","194","224","0.00","0","3","267.00"
"2017-01-06","194","224","80000.00","1","0","0.00"
"2017-01-06","194","210","100000.00","1","0","0.00"
"2017-01-06","194","104","280000.00","3","0","0.00"
"2017-01-06","194","224","5000.00","1","0","0.00"
"2017-01-06","194","224","232098.00","1","0","0.00"
"2017-01-06","194","70","200000.00","2","0","0.00"
"2017-01-06","194","56","70000.00","2","0","0.00"
"2017-01-06","194","224","135000.00","2","0","0.00"
"2017-01-06","194","112","20000.00","1","0","0.00"
"2017-01-06","194","224","660000.00","1","0","0.00"
"2017-01-06","194","223","343750.00","1","0","0.00"
"2017-01-06","187","224","20000.00","1","0","0.00"
"2017-01-06","194","57","65789.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","1.00"
"2017-01-06","194","39","10737.00","1","0","0.00"
"2017-01-06","190","224","251000.00","1","0","0.00"
"2017-01-06","197","224","1500.00","2","0","0.00"
"2017-01-06","263","224","100000.00","1","0","0.00"
"2017-01-06","194","122","44195.00","1","0","0.00"
"2017-01-06","196","224","1000000.00","1","0","0.00"
"2017-01-06","200","224","0.00","0","1","2052.00"
"2017-01-06","194","193","4224.00","1","0","0.00"
"2017-01-06","194","224","13646.00","1","0","0.00"
"2017-01-06","194","106","34237.00","2","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","112","9399.00","1","1","9399.00"
"2017-01-06","194","224","100000.00","1","0","0.00"
"2017-01-06","194","224","89000.00","1","0","0.00"
"2017-01-06","268","98","999999.00","1","0","0.00"
"2017-01-06","194","224","500000.00","1","0","0.00"
"2017-01-06","194","56","60000.00","1","0","0.00"
"2017-01-06","194","224","806000.00","3","0","0.00"
"2017-01-06","194","112","150000.00","1","0","0.00"
"2017-01-06","194","224","231000.00","1","1","45110.00"
"2017-01-06","194","18","100000.00","2","0","0.00"
"2017-01-06","178","209","50000.00","1","0","0.00"
"2017-01-06","194","106","0.00","0","1","132599.00"
"2017-01-06","194","112","53199.00","2","0","0.00"
"2017-01-06","194","223","97654.00","1","0","0.00"
"2017-01-06","194","11","7008.00","1","0","0.00"
"2017-01-06","194","158","54281.00","1","0","0.00"
"2017-01-06","194","190","1741.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","1000.00"
"2017-01-06","194","230","193546.00","1","0","0.00"
"2017-01-06","194","198","0.00","0","1","50000.00"
"2017-01-06","194","224","51000.00","2","0","0.00"
"2017-01-06","196","70","10000.00","1","0","0.00"
"2017-01-06","194","98","0.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","94000.00"
"2017-01-06","194","224","54460.00","1","0","0.00"
"2017-01-06","194","224","250000.00","1","0","0.00"
"2017-01-06","194","22","195000.00","1","0","0.00"
"2017-01-06","194","223","46418.00","1","0","0.00"
"2017-01-06","203","198","5400.00","2","0","0.00"
"2017-01-06","194","224","0.00","0","1","100000.00"
"2017-01-06","194","31","412363.00","1","0","0.00"
"2017-01-06","194","224","700000.00","7","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","223","15623.00","1","0","0.00"
"2017-01-06","194","224","199465.00","1","0","0.00"
"2017-01-06","194","31","438130.00","2","0","0.00"
"2017-01-06","194","149","0.00","1","0","0.00"
"2017-01-06","194","224","10000.00","1","0","0.00"
"2017-01-06","194","11","510384.00","32","0","0.00"
"2017-01-06","194","98","39999.00","1","0","0.00"
"2017-01-06","194","224","1700000.00","1","0","0.00"
"2017-01-06","194","106","28571.00","1","0","0.00"
"2017-01-06","194","224","120777.00","1","0","0.00"
"2017-01-06","194","71","45064.00","1","0","0.00"
"2017-01-06","194","99","994000.00","1","0","0.00"
"2017-01-06","194","224","500000.00","1","0","0.00"
"2017-01-06","194","223","750000.00","1","0","0.00"
"2017-01-06","194","190","1.00","1","0","0.00"
"2017-01-06","194","224","776000.00","2","0","0.00"
"2017-01-06","194","112","0.00","0","1","9600.00"
"2017-01-06","194","22","0.00","0","1","57000.00"
"2017-01-06","194","224","326.00","1","0","0.00"
"2017-01-06","194","224","3010.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","2","1039705.00"
"2017-01-06","194","224","45000.00","1","0","0.00"
"2017-01-06","194","78","300000.00","1","0","0.00"
"2017-01-06","194","224","20000.00","1","0","0.00"
"2017-01-06","200","224","11495.00","2","0","0.00"
"2017-01-06","196","224","222000.00","1","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","223","17187.00","2","0","0.00"
"2017-01-06","194","223","56486.00","1","0","0.00"
"2017-01-06","190","224","18014.00","1","0","0.00"
"2017-01-06","188","57","400000.00","1","0","0.00"
"2017-01-06","194","39","0.00","0","1","2285.00"
"2017-01-06","194","169","250000.00","1","0","0.00"
"2017-01-06","194","224","3000.00","1","0","0.00"
"2017-01-06","194","136","0.00","0","1","0.00"
"2017-01-06","194","224","1200000.00","1","0","0.00"
"2017-01-06","194","168","200000.00","1","0","0.00"
"2017-01-06","194","224","150000.00","1","0","0.00"
"2017-01-06","236","209","55000.00","1","0","0.00"
"2017-01-06","194","190","500000.00","1","0","0.00"
"2017-01-06","194","136","20000.00","1","0","0.00"
"2017-01-06","194","78","0.00","1","0","0.00"
"2017-01-06","196","39","300000.00","1","0","0.00"
"2017-01-06","194","109","30000.00","1","0","0.00"
"2017-01-06","194","224","21500.00","1","0","0.00"
"2017-01-06","194","106","523808.00","4","0","0.00"
"2017-01-06","194","106","4414285.00","2","0","0.00"
"2017-01-06","192","224","0.00","0","1","17000.00"
"2017-01-06","194","210","97045.00","1","0","0.00"
"2017-01-06","194","43","0.00","0","1","9872.00"
"2017-01-06","194","224","150000.00","1","0","0.00"
"2017-01-06","232","224","0.00","0","3","4087.00"
"2017-01-06","194","106","3857138.00","6","0","0.00"
"2017-01-06","236","224","300000.00","1","0","0.00"
"2017-01-06","236","224","1000.00","1","0","0.00"
"2017-01-06","194","224","100000.00","1","0","0.00"
"2017-01-06","194","224","1.00","1","0","0.00"
"2017-01-06","194","224","337000.00","1","0","0.00"
"2017-01-06","194","71","70000.00","1","0","0.00"
"2017-01-06","194","210","183103.00","1","0","0.00"
"2017-01-06","194","106","128571.00","2","1","14285.00"
"2017-01-06","194","46","30000.00","2","0","0.00"
"2017-01-06","194","190","0.00","0","1","27892.00"
"2017-01-06","191","224","0.00","0","1","5500.00"
"2017-01-06","194","224","8000.00","1","0","0.00"
"2017-01-06","263","224","50000.00","2","0","0.00"
"2017-01-06","194","224","0.00","0","1","21566.00"
"2017-01-06","188","223","12499.00","3","0","0.00"
"2017-01-06","194","98","0.00","1","0","0.00"
"2017-01-06","194","224","150000.00","1","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","224","75000.00","1","0","0.00"
"2017-01-06","194","70","0.00","1","0","0.00"
"2017-01-06","194","70","500000.00","1","0","0.00"
"2017-01-06","194","78","155000.00","1","0","0.00"
"2017-01-06","194","224","1.00","1","0","0.00"
"2017-01-06","194","106","1257.00","2","0","0.00"
"2017-01-06","194","149","12000000.00","1","0","0.00"
"2017-01-06","194","190","15000.00","1","0","0.00"
"2017-01-06","192","224","1200.00","1","0","0.00"
"2017-01-06","194","190","0.00","0","1","3151.00"
"2017-01-06","194","224","44400.00","1","0","0.00"
"2017-01-06","194","98","64439.00","1","1","64439.00"
"2017-01-06","192","154","10000.00","1","0","0.00"
"2017-01-06","194","106","190476.00","1","0","0.00"
"2017-01-06","187","224","150000.00","1","0","0.00"
"2017-01-06","194","98","0.00","1","0","0.00"
"2017-01-06","194","210","40000.00","1","0","0.00"
"2017-01-06","194","224","1.00","1","0","0.00"
"2017-01-06","194","224","344500.00","1","0","0.00"
"2017-01-06","194","216","176000.00","1","1","1000.00"
"2017-01-06","194","39","130630.00","2","0","0.00"
"2017-01-06","194","112","70000.00","1","0","0.00"
"2017-01-06","194","216","20000.00","1","0","0.00"
"2017-01-06","194","185","675000.00","2","0","0.00"
"2017-01-06","194","122","75000.00","1","0","0.00"
"2017-01-06","194","224","48000.00","1","0","0.00"
"2017-01-06","194","204","0.00","0","1","340000.00"
"2017-01-06","194","224","8800.00","1","0","0.00"
"2017-01-06","194","122","61182.00","1","0","0.00"
"2017-01-06","194","224","112794.00","1","0","0.00"
"2017-01-06","194","39","0.00","0","1","152642.00"
"2017-01-06","194","106","3733332.00","1","0","0.00"
"2017-01-06","194","31","0.00","0","1","28343.00"
"2017-01-06","194","224","0.00","0","1","137350.00"
"2017-01-06","194","224","250000.00","1","0","0.00"
"2017-01-06","258","224","0.00","0","1","23154.00"
"2017-01-06","194","39","0.00","0","1","148879.00"
"2017-01-06","232","78","32000.00","1","0","0.00"
"2017-01-06","194","106","133332.00","1","0","0.00"
"2017-01-06","194","223","1381181.00","1","0","0.00"
"2017-01-06","194","210","42990.00","1","0","0.00"
"2017-01-06","194","199","0.00","0","1","17000.00"
"2017-01-06","194","31","1319.00","1","0","0.00"
"2017-01-06","194","106","952.00","1","0","0.00"
"2017-01-06","194","149","100000.00","1","0","0.00"
"2017-01-06","194","224","5000.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","5545.00"
"2017-01-06","194","224","103000.00","1","0","0.00"
"2017-01-06","194","210","3000000.00","1","0","0.00"
"2017-01-06","182","224","5000.00","1","0","0.00"
"2017-01-06","194","101","0.00","1","0","0.00"
"2017-01-06","194","224","75000.00","1","0","0.00"
"2017-01-06","194","72","1625.00","1","0","0.00"
"2017-01-06","194","224","6.00","1","0","0.00"
"2017-01-06","194","224","75000.00","1","0","0.00"
"2017-01-06","194","224","1000.00","1","0","0.00"
"2017-01-06","194","209","0.00","0","2","5628.00"
"2017-01-06","192","149","2650.00","1","0","0.00"
"2017-01-06","268","98","0.00","1","0","0.00"
"2017-01-06","187","224","50000.00","1","0","0.00"
"2017-01-06","196","224","50000.00","1","0","0.00"
"2017-01-06","207","11","1000.00","1","0","0.00"
"2017-01-06","194","70","700000.00","1","0","0.00"
"2017-01-06","194","224","2430.00","1","0","0.00"
"2017-01-06","194","149","260000.00","1","0","0.00"
"2017-01-06","194","78","216000.00","1","0","0.00"
"2017-01-06","194","106","0.00","0","1","6053.00"
"2017-01-06","194","39","44144.00","1","0","0.00"
"2017-01-06","236","223","3124.00","2","0","0.00"
"2017-01-06","194","78","50000.00","1","0","0.00"
"2017-01-06","194","224","30750.00","1","0","0.00"
"2017-01-06","194","169","100000.00","1","0","0.00"
"2017-01-06","194","71","0.00","0","1","0.00"
"2017-01-06","194","224","75831.00","3","0","0.00"
"2017-01-06","232","78","50.00","1","0","0.00"
"2017-01-06","194","224","200000.00","2","0","0.00"
"2017-01-06","192","224","5000.00","1","0","0.00"
"2017-01-06","194","106","0.00","0","1","19047.00"
"2017-01-06","194","46","989332.00","84","0","0.00"
"2017-01-06","194","72","19153.00","3","0","0.00"
"2017-01-06","194","11","118000.00","1","0","0.00"
"2017-01-06","194","31","59000.00","1","0","0.00"
"2017-01-06","197","224","1000.00","1","0","0.00"
"2017-01-06","194","39","0.00","1","0","0.00"
"2017-01-06","190","224","0.00","0","1","8248.00"
"2017-01-06","194","224","300000.00","1","0","0.00"
"2017-01-06","194","210","100000.00","1","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","98","55555.00","1","0","0.00"
"2017-01-06","194","14","0.00","0","2","17654.00"
"2017-01-06","194","224","23000.00","1","0","0.00"
"2017-01-06","194","223","785333.00","1","0","0.00"
"2017-01-06","194","57","1650000.00","3","0","0.00"
"2017-01-06","194","224","300000.00","2","0","0.00"
"2017-01-06","194","112","300000.00","1","0","0.00"
"2017-01-06","194","210","291135.00","2","0","0.00"
"2017-01-06","194","98","104441.00","2","0","0.00"
"2017-01-06","194","56","100000.00","2","0","0.00"
"2017-01-06","194","224","0.00","0","1","71000.00"
"2017-01-06","194","39","3140.00","1","1","5848.00"
"2017-01-06","194","224","36036.00","1","0","0.00"
"2017-01-06","194","122","27234.00","1","0","0.00"
"2017-01-06","194","224","13750.00","1","0","0.00"
"2017-01-06","194","57","495000.00","1","1","43000.00"
"2017-01-06","194","31","500000.00","1","0","0.00"
"2017-01-06","194","224","750000.00","1","0","0.00"
"2017-01-06","194","11","50000.00","1","0","0.00"
"2017-01-06","194","205","100000.00","1","0","0.00"
"2017-01-06","194","190","30000.00","1","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","224","40000.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","86400.00"
"2017-01-06","194","31","223780.00","2","0","0.00"
"2017-01-06","232","224","10800.00","1","0","0.00"
"2017-01-06","207","224","5265.00","1","0","0.00"
"2017-01-06","194","224","5000.00","1","0","0.00"
"2017-01-06","194","11","4657800.00","102","0","0.00"
"2017-01-06","194","224","0.00","0","3","155403.00"
"2017-01-06","194","224","95000.00","1","0","0.00"
"2017-01-06","194","96","23558.00","1","0","0.00"
"2017-01-06","194","101","50000.00","1","0","0.00"
"2017-01-06","194","136","30000.00","1","0","0.00"
"2017-01-06","194","50","55000.00","1","0","0.00"
"2017-01-06","194","223","131045.00","1","0","0.00"
"2017-01-06","194","224","180000.00","1","0","0.00"
"2017-01-06","194","168","80000.00","1","0","0.00"
"2017-01-06","194","223","10030.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","2350.00"
"2017-01-06","194","78","1.00","1","0","0.00"
"2017-01-06","194","71","6000.00","1","0","0.00"
"2017-01-06","194","223","0.00","0","2","228645.00"
"2017-01-06","194","46","380000.00","2","0","0.00"
"2017-01-06","194","224","200000.00","1","0","0.00"
"2017-01-06","268","223","15500.00","1","0","0.00"
"2017-01-06","194","78","40000.00","1","0","0.00"
"2017-01-06","263","223","151209.00","1","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","122","17964.00","1","0","0.00"
"2017-01-06","194","223","340999.00","1","0","0.00"
"2017-01-06","194","224","25440.00","1","0","0.00"
"2017-01-06","194","224","250000.00","1","0","0.00"
"2017-01-06","194","224","199000.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","38000.00"
"2017-01-06","194","150","40000.00","1","0","0.00"
"2017-01-06","194","149","120000.00","1","0","0.00"
"2017-01-06","194","223","0.00","0","1","8525.00"
"2017-01-06","194","223","0.00","0","1","155896.00"
"2017-01-06","194","223","15623.00","1","0","0.00"
"2017-01-06","194","224","4500000.00","1","0","0.00"
"2017-01-06","194","206","97401.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","5000.00"
"2017-01-06","194","31","0.00","1","0","0.00"
"2017-01-06","194","224","79256.00","1","0","0.00"
"2017-01-06","194","224","59000000.00","1","0","0.00"
"2017-01-06","194","224","250000.00","1","0","0.00"
"2017-01-06","196","78","10000.00","1","0","0.00"
"2017-01-06","263","61","0.00","1","0","0.00"
"2017-01-06","194","71","3100.00","1","0","0.00"
"2017-01-06","194","205","0.00","2","0","0.00"
"2017-01-06","194","224","2000.00","1","0","0.00"
"2017-01-06","194","14","217391.00","1","0","0.00"
"2017-01-06","228","224","0.00","0","1","251000.00"
"2017-01-06","194","31","22156.00","1","0","0.00"
"2017-01-06","194","78","75000.00","1","0","0.00"
"2017-01-06","194","106","580951.00","1","0","0.00"
"2017-01-06","194","99","20000.00","1","0","0.00"
"2017-01-06","194","31","1505811.00","2","0","0.00"
"2017-01-06","194","224","2500000.00","2","0","0.00"
"2017-01-06","194","71","480000.00","3","0","0.00"
"2017-01-06","194","149","22800.00","1","0","0.00"
"2017-01-06","194","223","1500000.00","1","0","0.00"
"2017-01-06","194","224","2500000.00","1","0","0.00"
"2017-01-06","192","224","0.00","0","1","968.00"
"2017-01-06","194","22","120000.00","3","0","0.00"
"2017-01-06","194","190","4110.00","2","0","0.00"
"2017-01-06","200","224","0.00","0","1","927.00"
"2017-01-06","194","78","100000.00","1","0","0.00"
"2017-01-06","194","39","88000.00","1","0","0.00"
"2017-01-06","194","136","0.00","0","1","12000.00"
"2017-01-06","194","216","20000.00","1","0","0.00"
"2017-01-06","203","127","50000.00","1","0","0.00"
"2017-01-06","230","224","1.00","1","0","0.00"
"2017-01-06","194","224","80000.00","1","0","0.00"
"2017-01-06","194","98","166665.00","1","0","0.00"
"2017-01-06","194","166","100000.00","1","0","0.00"
"2017-01-06","194","224","200000.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","2350.00"
"2017-01-06","194","31","57545.00","1","0","0.00"
"2017-01-06","194","39","587000.00","1","0","0.00"
"2017-01-06","192","224","1584.00","1","0","0.00"
"2017-01-06","194","224","130038.00","1","0","0.00"
"2017-01-06","194","46","230000.00","2","0","0.00"
"2017-01-06","196","224","0.00","0","1","6000.00"
"2017-01-06","200","224","0.00","0","1","5000.00"
"2017-01-06","196","224","10000.00","1","0","0.00"
"2017-01-06","194","224","39840.00","1","0","0.00"
"2017-01-06","236","223","25000.00","1","0","0.00"
"2017-01-06","194","224","100000.00","1","0","0.00"
"2017-01-06","194","224","112500.00","1","0","0.00"
"2017-01-06","194","122","16867.00","1","0","0.00"
"2017-01-06","194","39","12500.00","1","0","0.00"
"2017-01-06","194","224","181000.00","1","0","0.00"
"2017-01-06","194","224","100000.00","1","0","0.00"
"2017-01-06","194","210","41860.00","1","0","0.00"
"2017-01-06","194","224","1.00","1","0","0.00"
"2017-01-06","194","222","304750.00","4","0","0.00"
"2017-01-06","194","43","400000.00","4","0","0.00"
"2017-01-06","194","31","0.00","0","1","210000.00"
"2017-01-06","194","224","0.00","0","1","0.00"
"2017-01-06","194","14","0.00","0","2","15277.00"
"2017-01-06","194","223","0.00","0","1","75189.00"
"2017-01-06","194","127","0.00","0","1","200571.00"
"2017-01-06","194","95","14000.00","1","0","0.00"
"2017-01-06","194","224","60000.00","1","0","0.00"
"2017-01-06","194","224","250000.00","1","0","0.00"
"2017-01-06","200","224","0.00","0","1","3200.00"
"2017-01-06","207","224","50000.00","1","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","127","23500000.00","1","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","134","8697.00","1","0","0.00"
"2017-01-06","194","78","50000.00","1","0","0.00"
"2017-01-06","194","210","450000.00","3","0","0.00"
"2017-01-06","194","210","485224.00","2","0","0.00"
"2017-01-06","194","106","0.00","0","1","4999.00"
"2017-01-06","194","204","200000.00","5","0","0.00"
"2017-01-06","194","106","95238.00","1","0","0.00"
"2017-01-06","232","224","50000.00","1","0","0.00"
"2017-01-06","192","106","1385.00","1","0","0.00"
"2017-01-06","194","104","999.00","1","0","0.00"
"2017-01-06","194","224","5000.00","1","0","0.00"
"2017-01-06","194","223","688000.00","1","0","0.00"
"2017-01-06","194","224","105000.00","1","0","0.00"
"2017-01-06","194","223","93747.00","4","0","0.00"
"2017-01-06","194","122","434954.00","1","0","0.00"
"2017-01-06","190","224","936.00","1","0","0.00"
"2017-01-06","194","31","0.00","0","2","280513.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","71","15000.00","1","0","0.00"
"2017-01-06","194","46","100000.00","1","0","0.00"
"2017-01-06","194","46","200000.00","2","0","0.00"
"2017-01-06","194","224","200000.00","2","0","0.00"
"2017-01-06","194","36","4000.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","7800000.00"
"2017-01-06","187","224","7500.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","0.00"
"2017-01-06","194","112","600000.00","1","0","0.00"
"2017-01-06","194","61","5150000.00","1","0","0.00"
"2017-01-06","194","223","26560.00","2","0","0.00"
"2017-01-06","194","31","0.00","0","1","28388.00"
"2017-01-06","194","224","0.00","0","4","410673.00"
"2017-01-06","194","98","499999.00","1","0","0.00"
"2017-01-06","194","224","2500.00","1","0","0.00"
"2017-01-06","194","71","12.00","1","0","0.00"
"2017-01-06","194","112","1000000.00","1","0","0.00"
"2017-01-06","194","70","110000.00","1","0","0.00"
"2017-01-06","194","39","10066.00","1","0","0.00"
"2017-01-06","194","224","9999.00","1","0","0.00"
"2017-01-06","194","112","500000.00","1","0","0.00"
"2017-01-06","194","43","14000.00","1","0","0.00"
"2017-01-06","194","224","0.00","0","1","100000.00"
"2017-01-06","194","96","100000.00","1","0","0.00"
"2017-01-06","194","224","200000.00","1","0","0.00"
"2017-01-06","194","224","250000.00","1","0","0.00"
"2017-01-06","194","224","200000.00","1","0","0.00"
"2017-01-06","194","224","166400.00","1","0","0.00"
"2017-01-06","194","78","25000.00","1","0","0.00"
"2017-01-06","194","224","0.00","1","0","0.00"
"2017-01-06","194","168","50000.00","1","0","0.00"
"2017-01-06","194","224","143500.00","1","0","0.00"
"2017-01-06","194","39","0.00","0","1","121750.00"
"2017-01-06","192","39","1340.00","1","0","0.00"
"2017-01-06","194","224","32900.00","1","0","0.00"
"2017-01-06","194","71","1000.00","1","0","0.00"
"2017-01-06","194","224","1000.00","1","0","0.00"
"2017-01-06","194","210","290692.00","1","0","0.00"
"2017-01-06","263","235","500000.00","1","0","0.00"
"2017-01-06","194","224","1559000.00","3","0","0.00"
"2017-01-06","194","122","29448.00","1","0","0.00"
"2017-01-06","310","224","45000.00","1","0","0.00"
